
(0 行受影响)
DatbaseName                                                                                                                      SchemaName                                                                                                                       TableName                                                                                                                        IndexName
InstinctDRC                                                                                                                      dbo                                                                                                                              HRule_Sets                                                                                                                       PK_HRule_Sets
InstinctDRC                                                                                                                      dbo                                                                                                                              HRules                                                                                                                           PK_HRules
InstinctDRC                                                                                                                      dbo                                                                                                                              HRules_Definition                                                                                                                PK_HRules_Definition
InstinctDRC                                                                                                                      dbo                                                                                                                              HSecurity                                                                                                                        PK_HSecurity
InstinctDRC                                                                                                                      dbo                                                                                                                              HSecurity_ApplicationType                                                                                                        PK_HSecurity_ApplicationType
InstinctDRC                                                                                                                      dbo                                                                                                                              HSecurity_Organisation                                                                                                           PK_HSecurity_Organisation
InstinctDRC                                                                                                                      dbo                                                                                                                              HSecurity_Rule_Admin_Group                                                                                                       PK_HSecurity_Rule_Admin_Group
InstinctDRC                                                                                                                      dbo                                                                                                                              Instinct_Dictionary                                                                                                              PK_Instinct_Dictionary
InstinctDRC                                                                                                                      dbo                                                                                                                              Instinct_Dictionary_Tables                                                                                                       PK_Instinct_Dictionary_Tables
InstinctDRC                                                                                                                      dbo                                                                                                                              Link_Analysis_Maintenance                                                                                                        PK_Link_Analysis_Maintenance
InstinctDRC                                                                                                                      dbo                                                                                                                              List_Report_Settings                                                                                                             PK_List_Report_Settings
InstinctDRC                                                                                                                      dbo                                                                                                                              List_Report_Templates                                                                                                            PK_Export_Template
InstinctDRC                                                                                                                      dbo                                                                                                                              Lookup_Definition                                                                                                                PK_Lookup_Definition
InstinctDRC                                                                                                                      dbo                                                                                                                              Matched_Applications_TestRules                                                                                                   IX_Matched_Applications_TestRules
InstinctDRC                                                                                                                      dbo                                                                                                                              Matched_Applications_TestRules                                                                                                   IX_Matched_Applications_TestRules_1
InstinctDRC                                                                                                                      dbo                                                                                                                              Matched_Applications_TestRules                                                                                                   PK_Matched_Applications_TestRules
InstinctDRC                                                                                                                      dbo                                                                                                                              MSecurity                                                                                                                        PK_MSecurity
InstinctDRC                                                                                                                      dbo                                                                                                                              MSecurity_ApplicationType                                                                                                        PK_MSecurity_ApplicationType
InstinctDRC                                                                                                                      dbo                                                                                                                              MSecurity_Organisation                                                                                                           PK_MSecurity_Organisation
InstinctDRC                                                                                                                      dbo                                                                                                                              MSecurity_Rule_Admin_Group                                                                                                       PK_MSecurity_Rule_Admin_Group
InstinctDRC                                                                                                                      dbo                                                                                                                              R_01_A                                                                                                                           PK_R_01_A_Serial_No
InstinctDRC                                                                                                                      dbo                                                                                                                              R_01_B                                                                                                                           PK_R_01_B_Serial_No
InstinctDRC                                                                                                                      dbo                                                                                                                              R_02_A                                                                                                                           PK_R_02_A_Serial_No
InstinctDRC                                                                                                                      dbo                                                                                                                              R_03_A                                                                                                                           PK_R_03_A_Serial_No
InstinctDRC                                                                                                                      dbo                                                                                                                              Reference_Tables                                                                                                                 PK_Reference_Tables
InstinctDRC                                                                                                                      dbo                                                                                                                              Reference_Tables_Fields                                                                                                          PK_Reference_Tables_Fields
InstinctDRC                                                                                                                      dbo                                                                                                                              Reference_Tables_Status                                                                                                          PK_Reference_Tables_Status
InstinctDRC                                                                                                                      dbo                                                                                                                              Reference_Tables_Trigger                                                                                                         PK_Reference_Tables_Trigger
InstinctDRC                                                                                                                      dbo                                                                                                                              RefTable_ListLoanTotal                                                                                                           RefTable_ListLoanTotal_PK
InstinctDRC                                                                                                                      dbo                                                                                                                              Review_Purpose                                                                                                                   PK_Review_Purpose
InstinctDRC                                                                                                                      dbo                                                                                                                              Rule_Group                                                                                                                       PK_Rule_Group
InstinctDRC                                                                                                                      dbo                                                                                                                              Scorecard_Result_Details                                                                                                         PK_Scorecard_Result_Details
InstinctDRC                                                                                                                      dbo                                                                                                                              Scorecard_Results                                                                                                                IX_ScoreCardName_CriteriaName
InstinctDRC                                                                                                                      dbo                                                                                                                              Scorecard_Results                                                                                                                PK_Scorecard_Results
InstinctDRC                                                                                                                      dbo                                                                                                                              Security                                                                                                                         IX_Security
InstinctDRC                                                                                                                      dbo                                                                                                                              Security_History                                                                                                                 PK_Security_History
InstinctDRC                                                                                                                      dbo                                                                                                                              Security_Maker_Checker                                                                                                           PK_Security_Maker_Checker_UserId
